AuxNames>,Low,High,
a01_MultiplierSchedPressure,6.51190238544,11.9368240607,
a02_MultiplierWorkforce,0,-6.1276418333,
a03_NominalErr,0,9.53716927572,
a04_SWDevelopmentRate,0,2.32536621781,
a05_PotErrDetectRate,0,3.08971903917,
a06_AvgErrPerTask,0,5.74277270984,
a07_QARate,0,1.67872971476,
a08_ActualReworkMP,0,8.86814024907,
a09_DailyMPRework,0,2.6471478322,
a10_TimeToSmooth,40,40,
a11_MultiplierToRegen,0,0.904931750383,
a12_ActiveErrorDensity,0,1.71183633928,
a13_TestingRate,0,1.91049862531,
a14_ActiveErrorsRetiringFraction,0,1.67299105363e+23,
a15_FractionEscapingErrors,0,-45.495210768,
a16_BadFixGenRate,0,6.46076004194,
a17_PassiveErrorDensity,0,5.92998456464,
