Index|Stock>,Undetected Active Errors,Undetected Passive Errors,
0,0,0,
1,2.61092160141,3.07023867095,
2,5.22028640867,2.20926911053,
3,8.91320621505,4.23226831917,
4,13.1253849278,5.30487352909,
5,16.8886632036,4.00070972095,
6,20.5810776086,4.55582364043,
7,23.8762577292,3.56244798149,
8,26.0833360013,2.21878011828,
9,29.4753179137,3.3451584455,
10,32.0819154557,3.32780627328,
11,35.207519301,1.9939189191,
12,39.6383781904,4.49716302848,
13,43.4994994648,3.97988141516,
14,46.5506326904,4.01178347144,
15,48.3932699044,3.34719487951,
16,51.1676260864,4.08034290192,
17,53.9145397535,4.03443084046,
18,57.9321889178,4.51626588029,
19,62.2596683586,4.60438707953,
20,65.829557831,2.95375999522,
21,69.680923511,2.5597762368,
22,73.2393045485,3.32392128032,
23,76.7970674455,3.56452169589,
24,80.4649441915,4.00978758874,
25,84.6766618875,4.49639110916,
26,87.4778995912,3.88402712567,
27,92.6532949778,5.48264766024,
28,96.5215863848,3.86893083469,
29,99.8231711845,2.75700667534,
30,102.214826409,3.4177635098,
31,106.038990975,3.68787598534,
32,110.78936397,5.15436229666,
33,114.618134742,4.18956625134,
34,117.461742196,3.15874929622,
35,117.908445211,1.64717611567,
36,121.847194611,4.4550201212,
37,124.149657528,3.27542540817,
38,125.689421076,2.12246336378,
39,129.001985849,4.11469193486,
40,132.853473096,3.86845684088,
41,136.492148011,4.52808461385,
42,140.108045018,3.88926252371,
43,143.643384025,3.61053677931,
44,146.133076378,3.7107685889,
45,149.733843196,3.65107789648,
46,150.98183764,1.31545215151,
47,154.836069206,3.85311699998,
48,157.002638708,2.76709035461,
49,159.888980469,3.81241663894,
50,162.592974229,3.23692415508,
51,165.762375522,3.49903979568,
52,168.959658693,5.09590239236,
53,171.859548398,4.61300421702,
54,173.614285076,3.02291778898,
55,178.160205071,4.18960471925,
56,180.601834272,3.00658349817,
57,183.342474312,2.62729820299,
58,186.335682418,2.50959857895,
59,188.808495569,1.87765361279,
60,192.495380865,4.87362948446,
61,195.745430748,4.34533160505,
62,198.286629755,3.69593582074,
63,199.572062943,2.45791435642,
64,202.230815862,1.73766956007,
65,206.510229338,5.29666234442,
66,209.595507111,2.5237841725,
67,212.406774133,3.70451595788,
68,215.806271201,3.97314040581,
69,218.508523259,3.57949726426,
70,222.582038431,3.59304820396,
71,225.718243568,3.57577035128,
72,228.641061768,3.66650608339,
73,231.228941817,3.59158584678,
74,235.646811122,2.95804201289,
75,239.40364923,4.79623855445,
76,243.68710724,4.11472060934,
77,247.539693792,4.70930670132,
78,251.357787506,3.63062490758,
79,254.381133536,2.9473694883,
80,257.109485509,3.83247499432,
81,261.510762918,3.90866405988,
82,263.98935147,2.97584915997,
83,266.915183426,2.58919723946,
84,269.916019708,3.42637811033,
85,273.493227137,4.79113646326,
86,274.651886703,2.06347034163,
87,277.200989641,3.9015454911,
88,281.630998615,3.11137956686,
89,284.491574464,3.04528469658,
90,288.08222449,3.29488103733,
91,292.086273799,5.2487023036,
92,295.53221208,5.01973557392,
93,299.859234406,3.68768521279,
94,302.394718644,3.02143284201,
95,305.536057496,4.02782726777,
96,308.400432562,3.10145392101,
97,312.618226159,4.65166195824,
98,316.735458114,3.41771861762,
99,321.275862562,3.00501291728,
100,325.21931189,3.35865926356,
101,328.089207966,2.97570766953,
102,329.874535545,3.41648291518,
103,333.524614106,3.65468747621,
104,336.033444288,2.36742518621,
105,339.933417001,4.02457053697,
106,343.855498622,4.15689171222,
107,346.394809423,3.62953267972,
108,347.915840844,2.23734317228,
109,351.060155863,4.09697964592,
110,355.333828971,4.85568296779,
111,356.746752613,1.92559308074,
112,359.759349932,2.68910615443,
113,363.761086268,4.5117830021,
114,368.584607287,3.90577995075,
115,372.577497501,4.61831138773,
116,375.126809068,3.50035045845,
117,377.886475007,3.94106159666,
118,382.107921184,4.54711465576,
119,385.560070266,4.37814033389,
120,388.639683105,4.68071461788,
121,391.849922868,3.14128473402,
122,393.313917643,2.60214770138,
123,397.242154911,3.74643313195,
124,400.657338519,3.84796918092,
125,402.714392004,2.93994426662,
126,404.755189615,2.95896320106,
127,409.702484788,4.75349948236,
128,412.929337418,4.28206974609,
129,414.321280253,2.93238687416,
130,419.024497188,5.31402096441,
131,421.553390397,3.89926316333,
132,425.11068959,3.00332896103,
133,428.129961841,3.41124802162,
134,431.363918078,3.74085188051,
135,435.673228187,5.00158202912,
136,439.277357013,3.85254032853,
137,442.969197095,2.78999557145,
138,446.747312352,3.8465747654,
139,448.814908435,2.37279505194,
140,451.109182048,3.58656392455,
141,453.763522076,2.30665990217,
142,457.582139228,4.40181901778,
143,459.840473352,3.49510558401,
144,462.795211806,3.72172130213,
145,467.272515368,4.72130562738,
146,469.389662034,2.52206106181,
147,471.525328828,3.00695499139,
148,474.671749307,3.63390453148,
149,478.063451513,3.27270746517,
150,480.412304722,3.39206856986,
151,483.762748613,2.9645407209,
152,486.806091094,3.32756865617,
153,490.388844647,3.84595240998,
154,492.90730696,2.44587162961,
155,494.419257169,2.43096930425,
156,497.006379238,3.25762013917,
157,499.270298609,2.56042043127,
158,502.683152635,3.55087050662,
159,504.858729427,2.41947885245,
160,508.542598711,4.39038064641,
161,512.375982839,2.86049400215,
162,516.474510576,4.23322535479,
163,519.425739026,4.00920166942,
164,522.537151783,3.45039217151,
165,525.363886237,3.15452878669,
166,528.520079304,3.56776087644,
167,532.092788064,3.81368197633,
168,534.50004007,3.621959131,
169,536.603204678,3.60096837852,
170,540.542060844,4.04232141423,
171,544.046525396,2.57498060793,
172,547.464066156,3.92274961175,
173,551.820667754,4.55361552233,
174,556.084166571,3.63700171304,
175,560.035212664,3.4716861154,
176,563.199081683,3.63348289279,
177,566.002214244,1.7174623358,
178,569.184272609,3.43033134294,
179,571.72510949,1.87230130621,
180,574.749227608,3.63388033637,
181,578.159893271,4.0985914009,
182,581.735218454,3.67494694794,
183,586.166098805,3.70472035913,
184,590.345405691,3.42428237045,
185,593.606511025,3.87102327617,
186,598.420492475,4.99851882352,
187,602.622295015,5.84519308981,
188,607.61001625,3.55507409037,
189,610.324660343,2.45624690175,
190,615.375111209,3.87437304798,
191,618.720492795,3.15379083289,
192,622.601975224,3.62990000073,
193,625.203164399,3.50838511578,
194,629.08065705,4.29394919664,
195,632.183664728,3.19199772875,
196,634.299864459,3.6050758463,
197,638.941218749,4.62932741169,
198,642.656913797,3.61733926448,
199,645.366391503,3.23565022432,
200,649.824907162,3.10757317475,
201,654.492761499,4.47613560802,
202,658.905419465,3.59955004242,
203,662.383156987,3.48751610055,
204,663.473605441,2.85268686394,
205,666.731426799,2.71607111447,
206,668.28886379,2.69414484551,
207,670.911961287,2.54420733934,
208,674.334709696,4.69803177334,
209,677.544230046,4.36269421667,
210,681.824491331,4.17050076168,
211,685.240402601,3.09765446378,
212,687.409630987,2.21764984252,
213,690.665066948,3.07171429373,
214,692.143815627,2.49743421457,
215,696.183239209,4.1979627746,
216,699.941438327,3.63024338509,
217,702.270900698,3.21938458618,
218,706.544853638,4.32574220302,
219,710.814044143,4.08532030645,
220,713.70427141,4.2469848938,
221,716.445873643,4.35247161179,
222,719.804368057,4.57154671673,
223,723.425795377,3.85811312528,
224,726.418708632,3.35924603488,
225,729.544753127,3.82784747438,
226,733.10906014,4.77475738701,
227,735.099212145,3.03915622637,
228,738.648340371,3.36132082181,
229,740.492838294,2.96483647838,
230,743.306133952,3.03341616553,
231,747.553444236,4.04392814283,
232,749.748337653,2.63480677699,
233,753.466463142,3.46267543681,
234,757.110557091,2.13489157304,
235,761.330831625,3.46217569321,
236,764.552466078,2.71157421627,
237,768.966829763,4.33986272774,
238,770.944790732,2.21505480005,
239,773.177056115,2.93433221564,
240,776.136874133,4.16658734846,
241,780.406938401,3.02138948853,
242,783.854528964,3.86305767068,
243,786.857405891,2.92490509693,
244,788.922529462,0.600325398302,
245,792.880880257,3.65557759817,
246,797.460853675,4.6475555115,
247,800.463341409,3.57218576376,
248,801.35826412,1.98566943298,
249,804.297262053,2.67153788219,
250,809.103296519,4.95220182606,
251,812.373363895,3.35156730525,
252,815.576910297,4.14303721448,
253,818.496190601,3.07293202136,
254,820.963613071,3.04695126661,
255,824.528277217,3.40305176362,
256,828.001481052,4.82893635867,
257,831.858546605,4.44210000607,
258,835.347023958,3.50361090321,
259,839.090626231,4.3847551131,
260,843.1046596,4.5876990377,
261,846.6263443,4.96823457916,
262,851.236959189,4.24073784671,
263,855.643090479,3.85591792188,
264,859.351728831,3.90413088629,
265,863.122962757,4.22993582448,
266,866.415503207,4.00362770347,
267,870.394945655,4.70434490971,
268,875.436705139,4.00456528967,
269,878.871763505,4.10803072687,
270,882.342760383,4.16775217428,
271,885.495118525,3.9978585965,
272,887.796037316,3.51824266224,
273,891.096765599,3.62888578538,
274,894.11219516,2.96928559478,
275,896.45357046,3.8234556125,
276,900.768171403,4.27989066938,
277,904.457434269,4.23380442678,
278,908.175711824,4.14670179102,
279,911.235008425,2.72460100184,
280,915.955776586,4.14464910576,
281,918.555781123,3.08698909591,
282,920.491877867,1.86571100572,
283,923.725389043,3.32671747332,
284,927.944653798,3.99823250173,
285,930.765364285,3.93870448231,
286,934.444227852,3.4839222084,
287,937.423601288,2.89994009221,
288,939.78359497,2.62047358058,
289,942.944487716,4.4678700924,
290,945.784371627,2.98322285184,
291,949.245814482,3.11478271676,
292,953.070228468,5.9347866863,
293,955.633510257,2.59798800087,
294,958.406786304,3.10969602763,
295,961.382868887,2.4914157486,
296,964.185944245,3.59088605839,
297,967.440846612,3.13019384818,
298,969.965447622,4.01544853443,
299,974.61253874,3.57430558918,
300,978.817509902,4.5376529454,
301,980.381592119,2.31224487837,
302,983.410265608,3.38792184563,
303,986.711816766,3.32490414305,
304,990.977236182,4.99647521636,
305,992.860339461,3.24668254238,
306,994.372305266,1.53309812709,
307,997.826486688,2.14751201919,
308,1002.10333484,3.63739679315,
309,1006.57894091,4.53370054441,
310,1010.54708003,3.75994246762,
311,1011.95433237,2.31926213376,
