AuxNames>,Low,High,
a01_MultiplierSchedPressure,0.850415255187,1.39399596732,
a02_MultiplierWorkforce,0.62478812674,1.37521187326,
a03_NominalErr,0,0.121687165263,
a04_SWDevelopmentRate,0,0.0848955988008,
a05_PotErrDetectRate,0,0.824355945537,
a06_AvgErrPerTask,0,0.323090517489,
a07_QARate,0,0.512436957695,
a08_ActualReworkMP,0,0.923634944136,
a09_DailyMPRework,0,0.807098187231,
a10_TimeToSmooth,40,40,
a11_MultiplierToRegen,0,0.840299751045,
a12_ActiveErrorDensity,0,0.0429341803937,
a13_TestingRate,0,0.380849394311,
a14_ActiveErrorsRetiringFraction,0,0.0311354510343,
a15_FractionEscapingErrors,0,0.230950853133,
a16_BadFixGenRate,0,0.519809460194,
a17_PassiveErrorDensity,0,0.52284529863,
